ID,Name in English,Degree of endangerment,Country,Country code alpha 3
1331,Alabugat Tatar,Definitely endangered,Russian Federation,RUS
950,"Zapotec of the Southern mountains, eastern lowlands",Definitely endangered,Mexico,MEX
931,Western Otomí,Severely endangered,Mexico,MEX
282,Moose Cree,Vulnerable,Canada,CAN
937,Tlahuica,Severely endangered,Mexico,MEX
616,Katukina do Acre,Severely endangered,Brazil,BRA
2264,Abai Sungai,Definitely endangered,Malaysia,MYS
1999,Barasana (Colombia),Critically endangered,Colombia,COL
1403,Beezen,Severely endangered,Cameroon,CMR
66,Buga,Critically endangered,Sudan,SDN
1456,Cheyenne (Oklahoma),Severely endangered,United States of America,USA
1345,Cimbrian,Definitely endangered,Italy,ITA
10,Cobiana,Critically endangered,Guinea-Bissau,GNB
10,Cobiana,Critically endangered,Senegal,SEN
449,Dagur (Amur),Critically endangered,China,CHN
101,Dahalo,Severely endangered,Kenya,KEN
293,Émérillon,Severely endangered,French Guiana (France),GUF
671,Gagauz (Maritime),Severely endangered,Bulgaria,BGR
671,Gagauz (Maritime),Severely endangered,Romania,ROU
1415,Hijuk,Critically endangered,Cameroon,CMR
1821,Hobyot,Severely endangered,Oman,OMN
1821,Hobyot,Severely endangered,Yemen,YEM
359,Inari Saami,Severely endangered,Finland,FIN
363,Istriot,Severely endangered,Croatia,HRV
2305,Kalao,Definitely endangered,Indonesia,IDN
1510,Kamaiurá,Vulnerable,Brazil,BRA
769,Kickapoo (Kansas),Severely endangered,United States of America,USA
1527,Kickapoo (Oklahoma),Severely endangered,United States of America,USA
1528,Kickapoo (Texas),Severely endangered,United States of America,USA
873,Kiowa,Severely endangered,United States of America,USA
2307,Koroni,Definitely endangered,Indonesia,IDN
1200,Lamongse,Critically endangered,India,IND
1392,Ndunda,Severely endangered,Nigeria,NGA
859,Northern Paiute (Nevada),Definitely endangered,United States of America,USA
549,Pupeo,Definitely endangered,China,CHN
705,Rapa,Severely endangered,French Polynesia (France),PYF
2419,Red Gelao (China),Critically endangered,China,CHN
2701,Sengseng,Vulnerable,Papua New Guinea,PNG
1914,Sirionó,Severely endangered,Bolivia (Plurinational State of),BOL
2320,Talondo,Definitely endangered,Indonesia,IDN
751,"Yaminahua (Bolivia, Peru)",Severely endangered,Bolivia (Plurinational State of),BOL
751,"Yaminahua (Bolivia, Peru)",Severely endangered,Peru,PER
969,Mixtec of Zapotitlán,Severely endangered,Mexico,MEX
1977,Sanema (Venezuela),Vulnerable,Venezuela (Bolivarian Republic of),VEN
1409,Ts'ixa,Definitely endangered,Botswana,BWA
1843,Pirahã,Vulnerable,Brazil,BRA
968,Mixtec of San Pedro Tidaá,Severely endangered,Mexico,MEX
2423,Yerong,Severely endangered,China,CHN
1882,A'ingae / Cofan (Colombia),Severely endangered,Colombia,COL
258,Halkomelem,Severely endangered,Canada,CAN
258,Halkomelem,Severely endangered,United States of America,USA
1237,Yudja,Vulnerable,Brazil,BRA
1238,Kisêdjê,Vulnerable,Brazil,BRA
2488,Auye,Vulnerable,Indonesia,IDN
2519,Awyi,Vulnerable,Indonesia,IDN
2640,Bierebo,Vulnerable,Vanuatu,VUT
2533,Fayu,Vulnerable,Indonesia,IDN
2643,Labo,Vulnerable,Vanuatu,VUT
1512,Mra,Critically endangered,China,CHN
1512,Mra,Critically endangered,India,IND
1868,Myky,Vulnerable,Brazil,BRA
1191,Na,Critically endangered,China,CHN
1191,Na,Critically endangered,India,IND
1839,Nadëb,Definitely endangered,Brazil,BRA
2318,Taje,Critically endangered,Indonesia,IDN
1849,Tenharim,Severely endangered,Brazil,BRA
303,Mako,Critically endangered,Venezuela (Bolivarian Republic of),VEN
430,Barām,Critically endangered,Nepal,NPL
1239,Ikpeng,Vulnerable,Brazil,BRA
357,Gardiol,Severely endangered,Italy,ITA
1760,Araweté,Vulnerable,Brazil,BRA
926,Northern Pame,Definitely endangered,Mexico,MEX
2388,Thompson,Severely endangered,Canada,CAN
2611,Serili,Vulnerable,Indonesia,IDN
2676,Kaningara,Vulnerable,Papua New Guinea,PNG
914,Misantla Totonac,Critically endangered,Mexico,MEX
2492,Nemi,Definitely endangered,New Caledonia (France),NCL
1621,Nambiquara do Norte,Vulnerable,Brazil,BRA
1810,Matís,Vulnerable,Brazil,BRA
1240,Wauja,Vulnerable,Brazil,BRA
2330,Benggoi,Definitely endangered,Indonesia,IDN
614,Karitiana,Vulnerable,Brazil,BRA
761,Apalai,Vulnerable,Brazil,BRA
141,Kwak'wala,Critically endangered,Canada,CAN
141,Kwak'wala,Critically endangered,United States of America,USA
910,Southern Zoque,Definitely endangered,Mexico,MEX
446,Tilung,Definitely endangered,Nepal,NPL
1682,Opuuo,Critically endangered,Ethiopia,ETH
642,Panará,Vulnerable,Brazil,BRA
1690,Aka,Critically endangered,India,IND
1417,Bakole,Critically endangered,Cameroon,CMR
2088,Bathari,Critically endangered,Oman,OMN
592,Brokkat,Definitely endangered,Bhutan,BTN
2669,Duwet,Vulnerable,Papua New Guinea,PNG
2168,Faire Atta,Severely endangered,Philippines,PHL
2418,Green Gelao (China),Critically endangered,China,CHN
524,Green Gelao (Viet Nam),Critically endangered,Viet Nam,VNM
1884,Guatuso,Severely endangered,Costa Rica,CRI
187,Gupapuyngu,Vulnerable,Australia,AUS
364,Istro-Romanian,Severely endangered,Croatia,HRV
787,Jicarilla Apache,Severely endangered,United States of America,USA
2674,Kandas,Vulnerable,Papua New Guinea,PNG
1421,Kangjia,Severely endangered,China,CHN
1618,Kaxarari,Critically endangered,Brazil,BRA
2546,Kwansu,Vulnerable,Indonesia,IDN
2548,Legenyem,Vulnerable,Indonesia,IDN
1775,Mandaic,Critically endangered,Iran (Islamic Republic of),IRN
1775,Mandaic,Critically endangered,Iraq,IRQ
706,Mangareva,Severely endangered,French Polynesia (France),PYF
14,Mani,Critically endangered,Guinea,GIN
14,Mani,Critically endangered,Sierra Leone,SLE
2193,Maniq,Definitely endangered,Thailand,THA
1397,Mono,Critically endangered,Cameroon,CMR
1466,Northern Paiute (Oregon),Critically endangered,United States of America,USA
2256,Phong,Definitely endangered,Lao People's Democratic Republic,LAO
1632,Shanenawa,Vulnerable,Brazil,BRA
2699,Sissano,Critically endangered,Papua New Guinea,PNG
412,Skolt Saami,Severely endangered,Finland,FIN
412,Skolt Saami,Severely endangered,Norway,NOR
412,Skolt Saami,Severely endangered,Russian Federation,RUS
2569,Tarpia,Severely endangered,Indonesia,IDN
2570,Tause,Vulnerable,Indonesia,IDN
2080,Thaayorre,Definitely endangered,Australia,AUS
278,Tlingit (United States of America),Critically endangered,United States of America,USA
1863,Tol,Critically endangered,Honduras,HND
417,Tsakonian,Critically endangered,Greece,GRC
313,Tuahka,Severely endangered,Nicaragua,NIC
1471,Ute (Utah),Severely endangered,United States of America,USA
1593,Vedda,Definitely endangered,Sri Lanka,LKA
2509,Vera'a,Definitely endangered,Vanuatu,VUT
2700,Warapu,Severely endangered,Papua New Guinea,PNG
2325,Waru,Definitely endangered,Indonesia,IDN
324,Yawarana,Severely endangered,Venezuela (Bolivarian Republic of),VEN
2712,Yimas,Severely endangered,Papua New Guinea,PNG
934,Tilapa Otomí,Severely endangered,Mexico,MEX
1842,Paumarí,Severely endangered,Brazil,BRA
1700,Wayana (Brazil),Vulnerable,Brazil,BRA
284,Achagua,Severely endangered,Colombia,COL
1755,Guajá,Vulnerable,Brazil,BRA
1319,Maniwaki Algonquin,Severely endangered,Canada,CAN
898,Alabama,Definitely endangered,United States of America,USA
846,Cocopa (Arizona),Severely endangered,United States of America,USA
1637,Miltu,Critically endangered,Chad,TCD
1665,Arara do Pará,Vulnerable,Brazil,BRA
2673,Kaki Ae,Vulnerable,Papua New Guinea,PNG
2356,Nisga'a,Severely endangered,Canada,CAN
946,"Zapotec of the Valleys, central",Severely endangered,Mexico,MEX
2662,Bosilewa,Vulnerable,Papua New Guinea,PNG
2058,Caquinte Campa,Definitely endangered,Peru,PER
263,Gwich'in (Canada),Severely endangered,Canada,CAN
2335,Kaibobo,Definitely endangered,Indonesia,IDN
2672,Kaiep,Vulnerable,Papua New Guinea,PNG
2582,Kaiy,Vulnerable,Indonesia,IDN
2421,Laji,Critically endangered,China,CHN
2505,Lehali,Vulnerable,Vanuatu,VUT
138,Lillooet,Severely endangered,Canada,CAN
2506,Löyöp,Vulnerable,Vanuatu,VUT
228,Nyangumarta,Vulnerable,Australia,AUS
2227,Pear,Severely endangered,Cambodia,KHM
552,Ruc,Definitely endangered,Lao People's Democratic Republic,LAO
552,Ruc,Definitely endangered,Viet Nam,VNM
2564,Sause,Severely endangered,Indonesia,IDN
911,Texistepecan,Severely endangered,Mexico,MEX
889,Winnebago (Nebraska),Severely endangered,United States of America,USA
1550,Winnebago (Wisconsin),Severely endangered,United States of America,USA
945,Zapotec of San Bartolo Yautepec,Severely endangered,Mexico,MEX
967,Mixtec of San Miguel Piedras,Severely endangered,Mexico,MEX
253,North Alaskan Inupiaq (Canada),Severely endangered,Canada,CAN
318,Waiwai (Guyana),Vulnerable,Guyana,GUY
1888,As,Vulnerable,Indonesia,IDN
2380,Siglitun,Severely endangered,Canada,CAN
1366,K'iche' (Mexico),Definitely endangered,Mexico,MEX
725,Paipai,Severely endangered,Mexico,MEX
2670,Garuwahi,Definitely endangered,Papua New Guinea,PNG
876,Picuris,Vulnerable,United States of America,USA
2498,Neku,Severely endangered,New Caledonia (France),NCL
2499,Tiri,Definitely endangered,New Caledonia (France),NCL
1420,Danisi,Critically endangered,Botswana,BWA
2332,Emplawas,Definitely endangered,Indonesia,IDN
966,Mixtec of the northeast lowlands,Severely endangered,Mexico,MEX
2689,Musom,Definitely endangered,Papua New Guinea,PNG
2495,Pwaamèi,Definitely endangered,New Caledonia (France),NCL
949,"Zapotec of the Valleys, west",Definitely endangered,Mexico,MEX
1617,Karo,Vulnerable,Brazil,BRA
723,Cocopa (Mexico),Definitely endangered,Mexico,MEX
1793,Korúbo,Vulnerable,Brazil,BRA
1688,Aja,Critically endangered,Sudan,SDN
167,Antakirinya,Definitely endangered,Australia,AUS
516,Bana,Severely endangered,Lao People's Democratic Republic,LAO
2275,Baras,Severely endangered,Indonesia,IDN
2166,Batak,Definitely endangered,Philippines,PHL
51,Birri,Critically endangered,Central African Republic,CAF
2522,Bonggo,Severely endangered,Indonesia,IDN
147,Central Siberian Yupik (Chukotka),Severely endangered,Russian Federation,RUS
520,Chawte,Definitely endangered,Myanmar,MMR
2290,Che Wong,Definitely endangered,Malaysia,MYS
29,Defaka,Critically endangered,Nigeria,NGA
2668,Doga,Definitely endangered,Papua New Guinea,PNG
2511,Dorig,Definitely endangered,Vanuatu,VUT
720,Dukha,Severely endangered,Mongolia,MNG
2641,Emae,Vulnerable,Vanuatu,VUT
2532,Erokwanas,Vulnerable,Indonesia,IDN
1841,Gowro,Severely endangered,Pakistan,PAK
439,Hayu,Critically endangered,Nepal,NPL
882,Hidatsa,Definitely endangered,United States of America,USA
360,Ingrian,Severely endangered,Russian Federation,RUS
191,Iwaidja,Vulnerable,Australia,AUS
2334,Kadai,Definitely endangered,Indonesia,IDN
2336,Kao,Definitely endangered,Indonesia,IDN
1683,Karo,Critically endangered,Ethiopia,ETH
1732,Kelo,Critically endangered,Sudan,SDN
2635,Kokota,Vulnerable,Solomon Islands,SLB
2544,Koneraw,Vulnerable,Indonesia,IDN
1790,Koroshi,Critically endangered,Iran (Islamic Republic of),IRN
2684,Magori,Vulnerable,Papua New Guinea,PNG
210,Maung,Vulnerable,Australia,AUS
1508,Mehináku,Vulnerable,Brazil,BRA
148,Moghol,Critically endangered,Afghanistan,AFG
2198,Ningalami,Severely endangered,Afghanistan,AFG
2171,Northern Alta,Severely endangered,Philippines,PHL
2694,Numbani,Vulnerable,Papua New Guinea,PNG
2250,Nung Ven,Vulnerable,Viet Nam,VNM
102,Ongamo,Critically endangered,Kenya,KEN
738,Orejón,Severely endangered,Peru,PER
157,Pacific Gulf Yupik,Severely endangered,United States of America,USA
1860,Pipil,Critically endangered,El Salvador,SLV
2035,Saisiyat,Severely endangered,China,CHN
768,Sauk-Fox,Critically endangered,United States of America,USA
2702,Sepa,Vulnerable,Papua New Guinea,PNG
2651,Shark Bay,Vulnerable,Vanuatu,VUT
1264,Southern Chocho,Severely endangered,Mexico,MEX
2195,Theen,Severely endangered,Lao People's Democratic Republic,LAO
1344,Töitschu,Severely endangered,Italy,ITA
1406,|Xaise,Critically endangered,Botswana,BWA
1546,Beaver,Definitely endangered,Canada,CAN
2357,Nootka,Severely endangered,Canada,CAN
724,Tipai (Mexico),Severely endangered,Mexico,MEX
1627,Uru-eu-au-au,Vulnerable,Brazil,BRA
1262,Eastern Chocho,Severely endangered,Mexico,MEX
2273,Bahonsuai,Definitely endangered,Indonesia,IDN
2520,Bedoanas,Vulnerable,Indonesia,IDN
1774,Jarawára,Vulnerable,Brazil,BRA
2541,Keder,Severely endangered,Indonesia,IDN
2385,Straits Salish,Severely endangered,Canada,CAN
2385,Straits Salish,Severely endangered,United States of America,USA
1705,Zo'é,Vulnerable,Brazil,BRA
2363,Central Ojibwe,Definitely endangered,Canada,CAN
190,Kuurinji,Definitely endangered,Australia,AUS
2691,Mwatebu,Definitely endangered,Papua New Guinea,PNG
2637,Zazao,Critically endangered,Solomon Islands,SLB
948,"Zapotec of the Southern mountains, northwest lowlands",Definitely endangered,Mexico,MEX
2494,Pije,Severely endangered,New Caledonia (France),NCL
574,Aweti,Vulnerable,Brazil,BRA
2512,Koro,Definitely endangered,Vanuatu,VUT
211,Meriam Mir,Definitely endangered,Australia,AUS
2695,Onjab,Vulnerable,Papua New Guinea,PNG
2390,Tsimshian,Critically endangered,Canada,CAN
1481,Chihuahua Lower Pima,Definitely endangered,Mexico,MEX
1482,Sonora Lower Pima,Severely endangered,Mexico,MEX
155,Kaska,Severely endangered,Canada,CAN
2023,Aikana,Definitely endangered,Brazil,BRA
1452,Aleut (Eastern),Critically endangered,United States of America,USA
145,Aleut (Western),Severely endangered,United States of America,USA
2638,Amblong,Definitely endangered,Vanuatu,VUT
1887,Arguni,Vulnerable,Indonesia,IDN
1547,Assiniboine (United States of America),Critically endangered,United States of America,USA
2639,Baki,Vulnerable,Vanuatu,VUT
1877,Cacua,Severely endangered,Colombia,COL
2213,Camarines Norte Agta,Severely endangered,Philippines,PHL
1796,Cubeo (Brazil),Definitely endangered,Brazil,BRA
1458,Gwich'in (United States of America),Severely endangered,United States of America,USA
2504,Hiw,Definitely endangered,Vanuatu,VUT
1669,Katxuyana-Xikuyána,Vulnerable,Brazil,BRA
480,Ket,Severely endangered,Russian Federation,RUS
154,Koyukon,Critically endangered,United States of America,USA
2646,Malmariv,Vulnerable,Vanuatu,VUT
2199,Mt. Iraya Agta,Definitely endangered,Philippines,PHL
737,Ocaina (Peru),Critically endangered,Peru,PER
2696,Papapana,Definitely endangered,Papua New Guinea,PNG
842,Quechan,Definitely endangered,United States of America,USA
2164,Southern Ayta,Critically endangered,Philippines,PHL
504,Tundra Yukagir,Critically endangered,Russian Federation,RUS
1625,Tupari,Definitely endangered,Brazil,BRA
2577,Wari,Definitely endangered,Indonesia,IDN
1034,Yavapai,Severely endangered,United States of America,USA
544,Mlabri,Definitely endangered,Lao People's Democratic Republic,LAO
544,Mlabri,Definitely endangered,Thailand,THA
490,Negidal,Critically endangered,Russian Federation,RUS
2705,Suarmin,Definitely endangered,Papua New Guinea,PNG
1081,Kickapoo (Mexico),Critically endangered,Mexico,MEX
2710,Wab,Vulnerable,Papua New Guinea,PNG
1358,Motocintlec,Critically endangered,Mexico,MEX
2667,Dengalu,Definitely endangered,Papua New Guinea,PNG
1413,Dimbong,Critically endangered,Cameroon,CMR
197,Kunbarlang,Severely endangered,Australia,AUS
1954,Machineri (Bolivia),Severely endangered,Bolivia (Plurinational State of),BOL
2571,Taworta,Vulnerable,Indonesia,IDN
1401,ǂHoa,Critically endangered,Botswana,BWA
1555,Handuri,Critically endangered,India,IND
1859,Suruahá,Vulnerable,Brazil,BRA
142,Kutenai,Severely endangered,Canada,CAN
142,Kutenai,Severely endangered,United States of America,USA
2693,Nauna,Vulnerable,Papua New Guinea,PNG
2367,Okanagan,Definitely endangered,Canada,CAN
2367,Okanagan,Definitely endangered,United States of America,USA
2697,Piu,Definitely endangered,Papua New Guinea,PNG
2054,Ocaina (Colombia),Severely endangered,Colombia,COL
666,Yuki,Severely endangered,Bolivia (Plurinational State of),BOL
1762,Asurini do Xingu,Vulnerable,Brazil,BRA
1457,Nahukwa,Definitely endangered,Brazil,BRA
2329,Aputai,Critically endangered,Indonesia,IDN
2664,Budibud,Vulnerable,Papua New Guinea,PNG
746,Capanahua,Severely endangered,Peru,PER
1770,Dâw,Vulnerable,Brazil,BRA
1433,Ili Turk,Severely endangered,China,CHN
536,Lamu,Critically endangered,China,CHN
2559,Obokuitai,Vulnerable,Indonesia,IDN
2649,Polonomombauk,Definitely endangered,Vanuatu,VUT
2228,Samre,Critically endangered,Cambodia,KHM
2654,Tutuba,Definitely endangered,Vanuatu,VUT
2360,Northern Tutchone,Definitely endangered,Canada,CAN
2529,Dubu,Vulnerable,Indonesia,IDN
260,Haisla,Critically endangered,Canada,CAN
257,Heiltsuk,Critically endangered,Canada,CAN
79,Kwegu,Critically endangered,Ethiopia,ETH
164,Adnyamathanha,Definitely endangered,Australia,AUS
2098,Ainbai,Severely endangered,Papua New Guinea,PNG
514,Arem,Severely endangered,Lao People's Democratic Republic,LAO
514,Arem,Severely endangered,Viet Nam,VNM
1766,Banawá Yafi,Vulnerable,Brazil,BRA
1997,Bara (Colombia),Critically endangered,Colombia,COL
2096,Bikaru,Severely endangered,Papua New Guinea,PNG
1638,Boor,Critically endangered,Chad,TCD
2523,Burate,Severely endangered,Indonesia,IDN
577,Callahuaya,Critically endangered,Bolivia (Plurinational State of),BOL
862,Comanche,Severely endangered,United States of America,USA
2526,Dabra,Vulnerable,Indonesia,IDN
175,Djinang,Definitely endangered,Australia,AUS
1387,Dulbu,Critically endangered,Nigeria,NGA
512,Ghomara,Critically endangered,Morocco,MAR
476,Itelmen,Critically endangered,Russian Federation,RUS
608,Jebero,Critically endangered,Peru,PER
1385,Jilbe,Critically endangered,Nigeria,NGA
2109,Kalamo,Severely endangered,Papua New Guinea,PNG
2265,Kanowit,Severely endangered,Malaysia,MYS
2539,Karas,Severely endangered,Indonesia,IDN
28,Kiong,Critically endangered,Nigeria,NGA
2543,Kofei,Severely endangered,Indonesia,IDN
2683,Likum,Definitely endangered,Papua New Guinea,PNG
843,Maricopa,Severely endangered,United States of America,USA
1030,Mohave (Arizona),Severely endangered,United States of America,USA
841,Mohave (California),Severely endangered,United States of America,USA
1735,Molo,Critically endangered,Sudan,SDN
2422,Mulao,Severely endangered,China,CHN
1391,Mvanip,Critically endangered,Nigeria,NGA
2692,Nafi,Severely endangered,Papua New Guinea,PNG
2191,Nemadi,Critically endangered,Mauritania,MRT
1978,Ninam (Venezuela),Vulnerable,Venezuela (Bolivarian Republic of),VEN
638,Omagua (Peru),Critically endangered,Peru,PER
492,Oroch,Critically endangered,Russian Federation,RUS
2135,Oroha,Severely endangered,Solomon Islands,SLB
2562,Pauwi,Vulnerable,Indonesia,IDN
2122,Piame,Severely endangered,Papua New Guinea,PNG
2123,Pyu,Severely endangered,Indonesia,IDN
1176,Ruga,Critically endangered,India,IND
823,Sahaptin,Severely endangered,United States of America,USA
555,Samatao,Critically endangered,China,CHN
274,Seneca (United States of America),Severely endangered,United States of America,USA
2565,Senggi,Vulnerable,Indonesia,IDN
770,Shawnee,Severely endangered,United States of America,USA
1988,Shiwiar,Severely endangered,Ecuador,ECU
1199,Shompen,Critically endangered,India,IND
106,Soo,Critically endangered,Uganda,UGA
1223,Tai Nora,Critically endangered,India,IND
1224,Tai Rong,Critically endangered,India,IND
1220,Tangam,Critically endangered,India,IND
1847,Tariana (Brazil),Critically endangered,Brazil,BRA
2483,Tirahi,Critically endangered,Afghanistan,AFG
864,"Ute (Colorado, Southern Ute)",Severely endangered,United States of America,USA
2131,Vehes,Severely endangered,Papua New Guinea,PNG
245,Wik Ngathan,Definitely endangered,Australia,AUS
1874,Xokleng,Critically endangered,Brazil,BRA
20,Yangkam,Critically endangered,Nigeria,NGA
2104,Yarawata,Severely endangered,Papua New Guinea,PNG
1480,O'odham (Mexico),Definitely endangered,Mexico,MEX
2124,Samosa,Severely endangered,Papua New Guinea,PNG
2116,Mindiri,Severely endangered,Papua New Guinea,PNG
2130,Usu,Severely endangered,Papua New Guinea,PNG
1939,Iteri,Severely endangered,Papua New Guinea,PNG
225,Ngarinyin,Definitely endangered,Australia,AUS
2650,Repanbitip,Definitely endangered,Vanuatu,VUT
2573,Tofanma,Vulnerable,Indonesia,IDN
2127,Taiap,Severely endangered,Papua New Guinea,PNG
1259,Kusunda,Critically endangered,Nepal,NPL
1916,Patamona (Brazil),Vulnerable,Brazil,BRA
1442,Xiri,Critically endangered,South Africa,ZAF
2558,Narau,Severely endangered,Indonesia,IDN
2105,Ak,Severely endangered,Papua New Guinea,PNG
1928,Araona,Severely endangered,Bolivia (Plurinational State of),BOL
2099,Ari,Severely endangered,Papua New Guinea,PNG
1969,Assiniboine (Canada),Critically endangered,Canada,CAN
2100,Dorro,Severely endangered,Papua New Guinea,PNG
1005,Gong,Severely endangered,Thailand,THA
2537,Itik,Vulnerable,Indonesia,IDN
2686,Mari,Severely endangered,Papua New Guinea,PNG
2158,Pwapwa,Severely endangered,New Caledonia (France),NCL
2704,Somm,Definitely endangered,Papua New Guinea,PNG
2572,Tobati,Severely endangered,Indonesia,IDN
1924,Moré,Critically endangered,Bolivia (Plurinational State of),BOL
2145,Mores,Severely endangered,Vanuatu,VUT
2119,Musan,Severely endangered,Papua New Guinea,PNG
2121,Papi,Severely endangered,Papua New Guinea,PNG
2374,Sarcee,Critically endangered,Canada,CAN
2377,Sekani,Critically endangered,Canada,CAN
2101,Arawun,Severely endangered,Papua New Guinea,PNG
1934,Siriano (Brazil),Vulnerable,Brazil,BRA
1368,Teko,Severely endangered,Mexico,MEX
1886,Anus,Severely endangered,Indonesia,IDN
2518,Awera,Vulnerable,Indonesia,IDN
1873,Boruca,Critically endangered,Costa Rica,CRI
2528,Doutai,Severely endangered,Indonesia,IDN
156,East Cape Yupik,Critically endangered,Russian Federation,RUS
2535,Iresim,Severely endangered,Indonesia,IDN
2645,Mafea,Definitely endangered,Vanuatu,VUT
1474,Vilamovian,Severely endangered,Poland,POL
1263,Western Chocho,Severely endangered,Mexico,MEX
2084,Yankunytjatjara,Definitely endangered,Australia,AUS
250,Yanyuwa,Severely endangered,Australia,AUS
2132,Yapunda,Severely endangered,Papua New Guinea,PNG
2663,Bothar,Severely endangered,Papua New Guinea,PNG
1710,Kari'ña (Brazil),Definitely endangered,Brazil,BRA
232,Ritharrngu,Definitely endangered,Australia,AUS
1571,Northern Straits Salish,Critically endangered,United States of America,USA
2126,Sumariup,Severely endangered,Papua New Guinea,PNG
1371,Ixil (Mexico),Critically endangered,Mexico,MEX
493,Orok,Critically endangered,Russian Federation,RUS
612,Carapana (Brazil),Severely endangered,Brazil,BRA
2085,Yan-nhangu,Definitely endangered,Australia,AUS
2659,Atemble,Definitely endangered,Papua New Guinea,PNG
2660,Bagupi,Definitely endangered,Papua New Guinea,PNG
2003,Carapana (Colombia),Definitely endangered,Colombia,COL
185,Gooniyandi,Severely endangered,Australia,AUS
188,Gurrgoni,Vulnerable,Australia,AUS
196,Kija,Severely endangered,Australia,AUS
959,Montana Salish,Critically endangered,United States of America,USA
222,Ngangikurunggurr,Severely endangered,Australia,AUS
912,Olultecan,Severely endangered,Mexico,MEX
1792,Senaya,Critically endangered,Iran (Islamic Republic of),IRN
2387,Tahltan,Critically endangered,Canada,CAN
1696,Tembé,Severely endangered,Brazil,BRA
2118,Mosimo,Severely endangered,Papua New Guinea,PNG
656,Tapayuna,Severely endangered,Brazil,BRA
2107,Bepour,Severely endangered,Papua New Guinea,PNG
2102,Faita,Severely endangered,Papua New Guinea,PNG
1885,Teribe (Costa Rica),Critically endangered,Costa Rica,CRI
726,Kiliwa,Critically endangered,Mexico,MEX
2117,Moere,Severely endangered,Papua New Guinea,PNG
1919,Baure,Critically endangered,Bolivia (Plurinational State of),BOL
261,Southern Haida,Critically endangered,Canada,CAN
2389,Tlingit (Canada),Critically endangered,Canada,CAN
162,Upper Tanana (United States of America),Critically endangered,United States of America,USA
944,Zapotec of Asunción Tlacolulita,Critically endangered,Mexico,MEX
660,Trumai,Critically endangered,Brazil,BRA
570,Arabela,Severely endangered,Peru,PER
2159,Arha,Critically endangered,New Caledonia (France),NCL
230,Banjima,Severely endangered,Australia,AUS
1525,Bella Coola,Critically endangered,Canada,CAN
2278,Budong-Budong,Critically endangered,Indonesia,IDN
2666,Bulgebi,Definitely endangered,Papua New Guinea,PNG
2025,Chiquitano (Brazil),Critically endangered,Brazil,BRA
474,Forest Yukagir,Critically endangered,Russian Federation,RUS
2103,Gorovu,Severely endangered,Papua New Guinea,PNG
1753,Iduh (Lao PDR),Critically endangered,Lao People's Democratic Republic,LAO
379,Karaim (Lithuania),Severely endangered,Lithuania,LTU
1001,Kasong,Critically endangered,Cambodia,KHM
1001,Kasong,Critically endangered,Thailand,THA
2540,Kayupulau,Critically endangered,Indonesia,IDN
2311,Lolak,Critically endangered,Indonesia,IDN
2583,Maku'a,Critically endangered,Timor-Leste,TLS
625,Makurap,Severely endangered,Brazil,BRA
212,Miriwoong,Critically endangered,Australia,AUS
2557,Moraori,Severely endangered,Indonesia,IDN
216,Nakkara,Severely endangered,Australia,AUS
224,Ngarinman,Severely endangered,Australia,AUS
2622,Norfolk-Pitcairn (Pitcairn),Vulnerable,Pitcairn  (U.K.),PCN
886,Omaha-Ponca,Critically endangered,United States of America,USA
98,Omotik,Critically endangered,Kenya,KEN
2455,Onge,Critically endangered,India,IND
2409,Patua,Critically endangered,China,CHN
2607,Paulohi,Critically endangered,Indonesia,IDN
1529,Potawatomi (Kansas),Critically endangered,United States of America,USA
272,Potawatomi (Michigan),Critically endangered,United States of America,USA
1531,Potawatomi (Oklahoma),Critically endangered,United States of America,USA
1530,Potawatomi (Wisconsin),Critically endangered,United States of America,USA
2609,Salas,Severely endangered,Indonesia,IDN
1000,Samray,Critically endangered,Cambodia,KHM
1000,Samray,Critically endangered,Thailand,THA
312,Sapé,Critically endangered,Venezuela (Bolivarian Republic of),VEN
1363,Sentilese,Critically endangered,India,IND
2268,Sian,Severely endangered,Malaysia,MYS
2652,Tambotalo,Severely endangered,Vanuatu,VUT
159,Tanacross,Critically endangered,United States of America,USA
160,Tanaina,Severely endangered,United States of America,USA
2137,Tanimbili,Severely endangered,Solomon Islands,SLB
243,Warumungu,Severely endangered,Australia,AUS
943,Zapotec of San Felipe Tejalapan,Critically endangered,Mexico,MEX
2128,Tench,Critically endangered,Papua New Guinea,PNG
213,Mudburra,Severely endangered,Australia,AUS
226,Nunggubuyu,Severely endangered,Australia,AUS
2095,Dumun,Critically endangered,Papua New Guinea,PNG
22,Kudu-Camo,Critically endangered,Nigeria,NGA
2136,Asumboa,Severely endangered,Solomon Islands,SLB
172,Bunuba,Severely endangered,Australia,AUS
2024,Chamacoco,Critically endangered,Brazil,BRA
2024,Chamacoco,Critically endangered,Paraguay,PRY
182,Garrwa,Severely endangered,Australia,AUS
2076,Gumbaynggirr,Critically endangered,Australia,AUS
2553,Maremgi,Definitely endangered,Indonesia,IDN
858,Mono (Western),Critically endangered,United States of America,USA
2382,Southern Tutchone,Critically endangered,Canada,CAN
845,Tipai (United States of America),Severely endangered,United States of America,USA
501,Tofa,Critically endangered,Russian Federation,RUS
505,Udege,Critically endangered,Russian Federation,RUS
2579,Yoki,Severely endangered,Indonesia,IDN
1652,Noy,Critically endangered,Chad,TCD
